Cleaned CSV Content:
SampleDate|pH|Salinity|Water Temperature|Algal Bloom Active
1956-03-23 00:00:00.000|7.8|38.44|17.5|0
1956-04-10 00:00:00.000|8.1|37.766|22.245|0
1956-04-12 00:00:00.000|7.9|36.3875|18.1|0
1956-04-17 00:00:00.000|7.6|38.2925|25.475|0
1956-05-01 00:00:00.000|7.8|37.9075|26.1|0
1956-05-02 00:00:00.000|8.2|37.9371428571429|28.2285714285714|0
1956-05-08 00:00:00.000|7.8|39.23|28.7|0
1956-05-09 00:00:00.000|8.08|37.6277777777778|27.3777777777778|0
1956-05-10 00:00:00.000|8.16|36.0726666666667|26.5066666666667|0
1956-06-04 00:00:00.000|8.1|38.405|28.525|0
1956-06-05 00:00:00.000|7.96666666666667|37.1225|29.325|0
1956-06-06 00:00:00.000|8.4|38.58|30.3|0
1956-06-07 00:00:00.000|8.3|37.4646153846154|28.4|0
1956-06-11 00:00:00.000|8.1|37.02|27.1|0
1956-06-19 00:00:00.000|8.06666666666667|37.3066666666667|28.9555555555556|0
1956-06-26 00:00:00.000|7.9|37.47|30.775|0
1956-07-02 00:00:00.000|8.03333333333333|39.33|29.6|0
1956-07-10 00:00:00.000|8.25|39.6866666666667|30.7166666666667|0
1956-07-11 00:00:00.000|8.2|37.815|30.85|0
1956-07-13 00:00:00.000|8.14|37.514|29.625|0
1956-07-16 00:00:00.000|8.225|36.87875|30.2875|0
1956-07-25 00:00:00.000|8.06666666666667|39.33875|30.5625|0
1956-08-21 00:00:00.000|8.2|39.12|31.3|0
1956-09-06 00:00:00.000|8.175|36.3925|29.1625|0
1956-09-11 00:00:00.000|8.275|37.2683333333333|27.35|0
1956-09-18 00:00:00.000|8.075|35.5625|28.15|0
1956-10-30 00:00:00.000|8.0|34.4|23.1666666666667|0
1956-10-31 00:00:00.000|8.18333333333333|36.0016666666667|22.9083333333333|0
1956-11-14 00:00:00.000|8.1|36.1|21.0|0
1956-11-15 00:00:00.000|8.15|35.2642857142857|20.8238095238095|0
1956-11-20 00:00:00.000|7.3|35.8933333333333|22.5|0
1956-12-05 00:00:00.000|8.2|36.6|20.1|0
1957-01-15 00:00:00.000|7.8|36.2353846153846|20.6769230769231|0
1957-01-28 00:00:00.000|8.15|35.489|21.4|0
1957-02-05 00:00:00.000|8.03333333333333|35.691|23.3714285714286|0
1957-02-11 00:00:00.000|8.2|36.0777777777778|23.5666666666667|0
1957-03-20 00:00:00.000|7.875|36.22|24.4333333333333|0
1957-04-03 00:00:00.000|8.0|35.045|23.6|0
1957-06-19 00:00:00.000|8.2|31.97|30.3|0
1964-09-23 00:00:00.000|8.15|22.7533333333333|27.43|0
1964-10-08 00:00:00.000|8.13|32.98|23.13|0
1964-10-20 00:00:00.000|7.97363636363636|10.7636363636364|18.9472727272727|0
1972-11-11 00:00:00.000|8.71666666666667|37.3611111111111|26.4833333333333|0
1972-11-12 00:00:00.000|8.64|37.1|27.15|0
1972-11-13 00:00:00.000|8.8|36.8444444444445|26.5|0
1972-11-14 00:00:00.000|8.75|36.6|26.3|0
1972-11-15 00:00:00.000|8.72222222222222|33.2916666666667|26.4769230769231|0
1972-11-16 00:00:00.000|8.8|35.0111111111111|25.7818181818182|0
1972-11-17 00:00:00.000|8.8|35.75|27.7|0
1972-11-20 00:00:00.000|8.80833333333333|36.1666666666667|26.2444444444444|0
1972-12-04 00:00:00.000|8.6|36.7142857142857|24.8571428571429|0
1974-02-25 00:00:00.000|8.26555555555556|32.3333333333333|17.4107142857143|0
1980-12-04 00:00:00.000|8.1|31.0|21.625|0
1994-10-18 00:00:00.000|7.94|25.0|25.3|0
1994-10-19 00:00:00.000|7.97|36.0|25.812|0
1996-06-18 00:00:00.000|6.3|24.1|29.0|0
1996-10-21 00:00:00.000|7.195|28.1666666666667|22.355|0
1997-11-25 00:00:00.000|8.1|32.6428571428571|19.9454545454545|0
1998-06-30 00:00:00.000|7.9|34.9666666666667|26.1|0
1999-09-10 00:00:00.000|8.035|30.5733333333333|30.9016666666667|0
2000-02-10 00:00:00.000|8.2175|36.3125|19.7222222222222|0
2000-03-22 00:00:00.000|8.09875|35.75|26.7|0
2000-04-18 00:00:00.000|8.14625|37.125|25.7875|0
2000-05-12 00:00:00.000|8.155|35.4375|27.6|0
2000-06-06 00:00:00.000|8.06375|36.25|30.0625|0
2000-10-10 00:00:00.000|7.89|31.95|19.44|0
2000-10-12 00:00:00.000|7.38|41.425|22.67|0
2000-10-24 00:00:00.000|7.93|33.7|22.248|0
2001-09-11 00:00:00.000|7.725|33.33|29.549|0
2001-10-31 00:00:00.000|8.215|30.16|18.94|0
2002-01-10 00:00:00.000|7.68|32.6675|13.52|0
2002-03-13 00:00:00.000|7.76666666666667|29.2333333333333|22.7333333333333|0
2002-03-21 00:00:00.000|7.7|32.2|23.6771428571429|0
2002-03-25 00:00:00.000|7.92333333333333|28.5666666666667|23.1666666666667|0
2002-04-25 00:00:00.000|8.16666666666667|35.175|27.8666666666667|0
2002-04-26 00:00:00.000|7.96666666666667|27.8|28.5333333333333|0
2002-05-01 00:00:00.000|8.0|28.3333333333333|27.9666666666667|0
2002-05-08 00:00:00.000|8.06666666666667|32.9|28.2|0
2002-05-09 00:00:00.000|8.16666666666667|38.6|29.4333333333333|0
2002-05-21 00:00:00.000|8.0|32.5333333333333|24.0666666666667|0
2002-05-23 00:00:00.000|8.42333333333333|37.9525|26.2275|0
2002-05-29 00:00:00.000|7.65333333333333|33.3|27.8633333333333|0
2002-06-06 00:00:00.000|8.01166666666667|35.6375|29.8433333333333|0
2002-06-20 00:00:00.000|7.86666666666667|35.64|28.265|0
2002-06-26 00:00:00.000|7.97|36.0|28.24|0
2002-07-09 00:00:00.000|8.12|34.2|30.0|0
2002-07-11 00:00:00.000|8.0|33.15|28.6|0
2002-07-16 00:00:00.000|8.03333333333333|28.6333333333333|30.8666666666667|0
2002-07-24 00:00:00.000|8.2|33.7142857142857|30.1625|0
2002-07-30 00:00:00.000|7.9|28.5|29.96|0
2002-08-01 00:00:00.000|8.1|33.4333333333333|30.6|0
2002-08-05 00:00:00.000|8.08|30.4333333333333|30.8666666666667|0
2002-08-12 00:00:00.000|8.0|31.0333333333333|29.4|0
2002-08-15 00:00:00.000|7.98|34.7675|29.215|0
2002-08-21 00:00:00.000|7.75|30.8|30.45|0
2002-08-29 00:00:00.000|7.73|29.35|29.1142857142857|0
2002-09-04 00:00:00.000|8.135|29.4666666666667|30.6|0
2002-09-09 00:00:00.000|7.582|32.9666666666667|29.7925|0
2002-09-17 00:00:00.000|7.47333333333333|33.4908333333333|28.9866666666667|0
2002-10-02 00:00:00.000|7.96666666666667|30.675|29.425|0
2002-10-22 00:00:00.000|8.18|20.8|24.0|0
2002-11-06 00:00:00.000|8.12|32.3222222222222|25.7666666666667|0
2002-11-12 00:00:00.000|7.9|29.925|25.8625|0
2002-12-02 00:00:00.000|7.98571428571429|29.15|18.625|0
2002-12-04 00:00:00.000|8.0|26.9285714285714|19.0714285714286|0
2002-12-09 00:00:00.000|7.95|29.3428571428571|19.9666666666667|0
2002-12-11 00:00:00.000|7.6875|25.425|20.825|0
2002-12-16 00:00:00.000|8.1|19.8625|16.3875|0
2002-12-23 00:00:00.000|8.0|18.9|16.8|0
2003-01-02 00:00:00.000|7.975|18.4333333333333|18.55|0
2003-01-06 00:00:00.000|7.95|21.4666666666667|18.75|0
2003-01-13 00:00:00.000|7.9|21.5|16.8|0
2003-01-14 00:00:00.000|8.05|21.4|14.15|0
2003-01-21 00:00:00.000|7.85|26.05|16.13|0
2003-01-29 00:00:00.000|8.6|24.9|15.2|0
2003-02-06 00:00:00.000|8.42|26.3333333333333|19.1|0
2003-02-18 00:00:00.000|8.15|30.43|17.5|0
2003-03-24 00:00:00.000|7.6|31.8125|19.5666666666667|0
2003-03-26 00:00:00.000|7.98|34.52|24.964|0
2003-04-07 00:00:00.000|8.18|21.43|25.37|0
2003-04-14 00:00:00.000|7.9325|33.9922222222222|22.0125|0
2003-04-24 00:00:00.000|7.87666666666667|29.8133333333333|24.2833333333333|0
2003-05-05 00:00:00.000|7.98|27.9|25.48|0
2003-05-06 00:00:00.000|8.17|27.61|28.6|0
2003-05-08 00:00:00.000|7.96333333333333|34.1566666666667|28.4566666666667|0
2003-06-11 00:00:00.000|7.83666666666667|30.65|30.67|0
2003-07-02 00:00:00.000|8.0|20.9|30.5|0
2003-07-03 00:00:00.000|7.42272727272727|33.0445454545455|29.3236363636364|0
2003-07-08 00:00:00.000|7.39666666666667|24.0066666666667|30.25|0
2003-07-10 00:00:00.000|7.56571428571429|32.0772727272727|31.6945454545455|0
2003-07-23 00:00:00.000|7.532|31.1418181818182|30.872|0
2003-08-12 00:00:00.000|7.86|26.86|28.9514285714286|0
2003-09-17 00:00:00.000|8.26666666666667|27.8666666666667|28.6666666666667|0
2003-09-19 00:00:00.000|7.64|33.06|28.25|0
2003-12-16 00:00:00.000|8.35|27.6|13.9|0
2003-12-18 00:00:00.000|7.93333333333333|27.5555555555556|12.4333333333333|0
2003-12-23 00:00:00.000|8.3|29.7333333333333|11.4083333333333|0
2004-01-13 00:00:00.000|7.78|28.5342857142857|12.7842857142857|0
2004-01-21 00:00:00.000|8.07666666666667|27.2333333333333|14.07|0
2004-01-23 00:00:00.000|8.226|34.382|14.791|0
2004-01-28 00:00:00.000|8.0475|26.2|16.47|0
2004-02-27 00:00:00.000|8.09|27.836|18.62|0
2004-03-18 00:00:00.000|8.1|32.65|18.95|0
2004-05-06 00:00:00.000|7.75|35.2|23.7|0
2004-06-10 00:00:00.000|8.215|36.34|30.0|0
2004-06-30 00:00:00.000|8.2|29.3|29.8333333333333|0
2004-07-08 00:00:00.000|8.30333333333333|34.648|31.7333333333333|0
2004-07-13 00:00:00.000|8.1225|35.5025|31.21|0
2004-09-23 00:00:00.000|8.1|25.3|26.25|0
2004-12-15 00:00:00.000|7.975|30.5|12.925|0
2005-01-10 00:00:00.000|8.06|33.3591666666667|19.7444444444444|1
2005-01-25 00:00:00.000|8.0|29.5833333333333|12.8333333333333|1
2005-02-09 00:00:00.000|8.7|35.08|18.175|1
2005-02-15 00:00:00.000|8.0|30.425|18.5|1
2005-02-23 00:00:00.000|8.535|35.1575|21.55|1
2005-03-07 00:00:00.000|8.36|33.9842857142857|20.0571428571429|1
2005-03-22 00:00:00.000|8.78|33.02|21.8333333333333|1
2005-03-29 00:00:00.000|8.37|29.3275|23.7025|1
2005-03-30 00:00:00.000|8.25|28.92|22.0|1
2005-04-04 00:00:00.000|8.15333333333333|34.2383333333333|21.3333333333333|1
2005-04-05 00:00:00.000|7.9|27.5666666666667|19.7333333333333|1
2005-04-19 00:00:00.000|8.29666666666667|34.775|22.45|1
2005-04-28 00:00:00.000|8.275|24.7|23.0|1
2005-05-03 00:00:00.000|8.82|34.81|25.8|1
2005-05-10 00:00:00.000|8.075|29.22|25.4|1
2005-05-17 00:00:00.000|7.94|33.97|27.3433333333333|1
2005-05-18 00:00:00.000|8.12771428571429|35.9627857142857|26.342|1
2005-06-01 00:00:00.000|8.0|31.995|27.5|1
2005-06-02 00:00:00.000|8.3|32.6714285714286|25.8814285714286|1
2005-06-15 00:00:00.000|8.275|29.2375|30.625|1
2005-06-28 00:00:00.000|8.13|30.785|29.3425|1
2005-07-08 00:00:00.000|7.86|33.5925|31.15|1
2005-07-13 00:00:00.000|8.04666666666667|31.37125|30.4|1
2005-07-19 00:00:00.000|8.175|26.65|30.0|1
2005-07-21 00:00:00.000|7.92|29.045|30.8857142857143|1
2005-07-26 00:00:00.000|8.49|30.01|32.5|1
2005-08-08 00:00:00.000|8.16666666666667|27.8833333333333|29.5666666666667|1
2005-08-09 00:00:00.000|8.265|30.92|30.85|1
2005-08-12 00:00:00.000|8.035|29.6333333333333|30.8283333333333|1
2005-08-16 00:00:00.000|8.475|31.1225|31.555|1
2005-08-17 00:00:00.000|8.075|29.9041666666667|32.0190476190476|1
2005-08-18 00:00:00.000|8.005|31.2742857142857|31.5028571428571|1
2005-08-23 00:00:00.000|8.12333333333333|31.2486666666667|31.6230769230769|1
2005-08-24 00:00:00.000|8.11|32.2142105263158|31.9015|1
2005-08-30 00:00:00.000|8.0|29.3875|29.85|1
2005-08-31 00:00:00.000|7.87|28.1706666666667|29.586|1
2005-09-06 00:00:00.000|8.19|29.925|28.8|1
2005-09-12 00:00:00.000|8.03333333333333|32.74|29.4761904761905|1
2005-09-13 00:00:00.000|8.13875|30.6414285714286|29.0833333333333|1
2005-09-14 00:00:00.000|8.105|27.0548275862069|27.896|1
2005-09-19 00:00:00.000|8.22|28.2851851851852|29.4458333333333|1
2005-09-20 00:00:00.000|8.065|36.29|28.3|1
2005-09-26 00:00:00.000|8.1|29.0|28.1|1
2005-09-27 00:00:00.000|8.0125|28.568125|28.63125|1
2005-10-04 00:00:00.000|7.95|23.631|27.24|1
2005-10-05 00:00:00.000|7.695|28.5242857142857|28.0857142857143|1
2005-10-11 00:00:00.000|8.0|29.29375|28.13125|1
2005-10-12 00:00:00.000|8.0|30.3142857142857|28.7166666666667|1
2005-10-17 00:00:00.000|7.8875|29.4451851851852|24.425|1
2005-10-18 00:00:00.000|8.125|35.705|26.25|1
2005-10-19 00:00:00.000|7.63|30.59|26.9666666666667|1
2005-10-20 00:00:00.000|8.18|32.848|25.88|1
2005-11-01 00:00:00.000|8.1|30.5116666666667|19.7666666666667|1
2005-11-08 00:00:00.000|8.04866666666666|33.3333333333333|25.2233333333333|1
2005-11-15 00:00:00.000|8.245|32.9788888888889|24.75|1
2005-11-17 00:00:00.000|8.33|29.332|19.8|1
2005-11-30 00:00:00.000|8.21|27.2633333333333|17.9066666666667|1
2005-12-02 00:00:00.000|8.06461538461539|34.5738461538462|24.0907692307692|1
2005-12-14 00:00:00.000|8.335|34.59|18.1|1
2005-12-27 00:00:00.000|8.39|25.7516666666667|13.2083333333333|1
2006-01-24 00:00:00.000|8.03333333333333|28.1333333333333|19.6|1
2006-02-09 00:00:00.000|8.16|38.01|17.9|1
2006-02-21 00:00:00.000|8.1|31.26|16.66|1
2006-02-22 00:00:00.000|7.82|35.56|21.2|1
2006-02-28 00:00:00.000|8.1|30.4166666666667|17.8333333333333|1
2006-03-08 00:00:00.000|8.115|34.4|19.9|1
2006-04-05 00:00:00.000|8.165|36.8622222222222|24.1577777777778|1
2006-05-09 00:00:00.000|8.28|34.0875|25.4825|0
2006-05-10 00:00:00.000|8.17|32.4371428571429|25.0142857142857|0
2006-05-26 00:00:00.000|8.2|33.6|27.9666666666667|0
2006-06-15 00:00:00.000|8.08|21.67|28.5|0
2006-06-27 00:00:00.000|8.4|22.3|29.6|0
2006-07-11 00:00:00.000|8.48|21.03|28.8|0
2006-07-17 00:00:00.000|8.4|35.0333333333333|31.0666666666667|0
2006-07-24 00:00:00.000|8.5|21.3|31.7|0
2006-08-15 00:00:00.000|7.98454545454545|34.0763636363636|30.7091666666667|0
2006-08-16 00:00:00.000|7.882|35.367|30.634|0
2006-09-13 00:00:00.000|8.55|27.925|28.05|0
2006-09-16 00:00:00.000|8.108|31.894|28.46|0
2006-09-17 00:00:00.000|8.075|29.885|28.85|0
2006-10-26 00:00:00.000|6.655|37.79|23.45|0
2006-10-31 00:00:00.000|7.803|33.3984615384615|20.7635714285714|0
2006-11-01 00:00:00.000|7.80727272727273|35.0355172413793|23.9151724137931|0
2006-11-06 00:00:00.000|7.9|32.45|21.7857142857143|0
2006-11-08 00:00:00.000|7.955|33.8985714285714|24.05|0
2006-11-20 00:00:00.000|7.915|33.9090909090909|18.1625|0
2006-11-27 00:00:00.000|8.0|32.8541666666667|16.34|0
2006-11-29 00:00:00.000|8.15|28.9285714285714|20.75|0
2006-12-04 00:00:00.000|7.8|34.6387096774194|23.9375|0
2006-12-06 00:00:00.000|7.945|33.56|20.5666666666667|0
2006-12-13 00:00:00.000|7.705|29.1983333333333|19.1166666666667|0
2006-12-20 00:00:00.000|8.1|30.86|20.5|0
2007-01-02 00:00:00.000|7.8|35.047619047619|23.4428571428571|0
2007-01-04 00:00:00.000|8.135|35.1825|21.65|0
2007-01-11 00:00:00.000|8.05666666666667|38.1833333333333|19.4|0
2007-02-01 00:00:00.000|7.85|36.0|18.8|0
2007-02-05 00:00:00.000|8.0|30.5|15.0|0
2007-02-20 00:00:00.000|8.26|36.318|19.178|0
2007-02-22 00:00:00.000|7.815|35.6371428571429|20.7142857142857|0
2007-03-05 00:00:00.000|8.0|34.475|17.0|0
2007-03-13 00:00:00.000|8.06|27.67|21.7|0
2007-03-14 00:00:00.000|8.06666666666667|31.94|20.14|0
2007-03-27 00:00:00.000|8.07285714285714|32.98625|21.9275|0
2007-03-28 00:00:00.000|8.168|33.9558823529412|21.22|0
2007-04-02 00:00:00.000|8.2|35.3818181818182|22.0|0
2007-04-03 00:00:00.000|8.18833333333333|37.5692307692308|24.7346153846154|0
2007-04-17 00:00:00.000|8.2|34.625|19.1285714285714|0
2007-04-24 00:00:00.000|8.24|36.8091666666667|24.48|0
2007-04-25 00:00:00.000|7.9175|34.7931818181818|24.1745454545455|0
2007-05-07 00:00:00.000|8.17|37.628|25.9|0
2007-05-10 00:00:00.000|8.3|33.8666666666667|24.8666666666667|0
2007-05-16 00:00:00.000|7.80555555555556|35.316|26.372|0
2007-05-22 00:00:00.000|8.225|36.02|25.25|0
2007-06-04 00:00:00.000|8.2|35.775|24.0|0
2007-06-12 00:00:00.000|8.06|35.5766666666667|30.2666666666667|0
2007-06-13 00:00:00.000|7.75444444444445|35.165|30.2|0
2007-06-19 00:00:00.000|8.02|34.1133333333333|30.0|0
2007-06-20 00:00:00.000|7.685|35.015|30.025|0
2007-06-22 00:00:00.000|8.13333333333333|35.2333333333333|29.1666666666667|0
2007-06-26 00:00:00.000|7.91|33.8408333333333|30.3775|0
2007-07-02 00:00:00.000|8.2|34.7|28.0|0
2007-07-03 00:00:00.000|8.025|35.628|30.54|0
2007-07-09 00:00:00.000|6.86888888888889|37.0238888888889|31.2672727272727|0
2007-07-17 00:00:00.000|8.23166666666667|34.7757142857143|31.4285714285714|0
2007-07-24 00:00:00.000|7.735|33.46|29.9333333333333|0
2007-07-25 00:00:00.000|7.35714285714286|34.7816|29.8382608695652|0
2007-07-31 00:00:00.000|7.94|36.5733333333333|29.6666666666667|0
2007-08-06 00:00:00.000|8.5|29.0|29.0|0
2007-08-08 00:00:00.000|6.9625|38.038|31.968|0
2007-08-15 00:00:00.000|7.96|35.8871428571429|31.4885714285714|0
2007-08-16 00:00:00.000|7.748|36.0083333333333|31.114|0
2007-08-21 00:00:00.000|7.5925|36.3638095238095|30.455|0
2007-08-23 00:00:00.000|7.795|32.71|30.275|0
2007-08-29 00:00:00.000|8.16666666666667|33.7833333333333|31.65|0
2007-09-04 00:00:00.000|7.78761904761905|35.4844|31.5336363636364|1
2007-09-18 00:00:00.000|8.034|35.3283333333333|30.3|1
2007-09-19 00:00:00.000|7.36888888888889|33.486|29.305|1
2007-09-24 00:00:00.000|8.03333333333333|34.5666666666667|27.4|1
2007-09-25 00:00:00.000|8.6|23.4|28.0|1
2007-10-01 00:00:00.000|7.8|30.225|24.5|1
2007-10-02 00:00:00.000|7.2955|31.6127272727273|26.3514285714286|1
2007-10-03 00:00:00.000|7.07777777777778|28.1272727272727|26.1090909090909|1
2007-10-04 00:00:00.000|8.15|32.8|28.3|1
2007-10-11 00:00:00.000|7.94285714285714|29.2875|27.2571428571429|1
2007-10-16 00:00:00.000|8.03333333333333|32.275|26.1555555555556|1
2007-10-17 00:00:00.000|7.87769230769231|24.8973684210526|26.4352941176471|1
2007-10-18 00:00:00.000|7.4|28.925|26.1|1
2007-10-22 00:00:00.000|7.54222222222222|34.3747826086957|29.1444444444445|1
2007-10-25 00:00:00.000|7.685|30.5675|25.525|1
2007-10-30 00:00:00.000|7.915|34.022|24.78|1
2007-11-06 00:00:00.000|8.2075|31.145|21.3833333333333|1
2007-11-07 00:00:00.000|8.3|35.7894736842105|23.1210526315789|1
2007-11-08 00:00:00.000|8.03333333333333|31.3666666666667|18.1|1
2007-11-09 00:00:00.000|8.165|36.065|20.25|1
2007-11-13 00:00:00.000|7.829|38.682380952381|22.5809523809524|1
2007-11-14 00:00:00.000|8.0|28.4375|21.175|1
2007-11-15 00:00:00.000|7.3|27.1|21.75|1
2007-11-19 00:00:00.000|8.0|32.9|20.9|1
2007-11-26 00:00:00.000|8.1|35.125|22.8|1
2007-11-27 00:00:00.000|8.0075|33.8211111111111|22.5555555555556|1
2007-11-28 00:00:00.000|7.74444444444444|40.291|25.073|1
2007-12-03 00:00:00.000|7.7|37.0190476190476|24.3523809523809|1
2007-12-04 00:00:00.000|8.26666666666667|28.8571428571429|19.1714285714286|1
2007-12-06 00:00:00.000|8.185|21.775|20.5|1
2007-12-10 00:00:00.000|7.89217391304348|38.262962962963|23.8121739130435|1
2007-12-11 00:00:00.000|7.54333333333333|33.68|22.7428571428571|1
2007-12-17 00:00:00.000|8.0|34.6|12.2|1
2007-12-18 00:00:00.000|8.34|25.9333333333333|17.6166666666667|1
2007-12-19 00:00:00.000|8.2804|38.0074074074074|18.6896551724138|1
2007-12-26 00:00:00.000|8.18|32.3571428571429|20.7|1
2008-01-03 00:00:00.000|7.86|34.0166666666667|13.0|1
2008-01-07 00:00:00.000|8.03666666666667|41.5081818181818|17.5227272727273|1
2008-01-08 00:00:00.000|7.5|30.507|18.64|1
2008-01-09 00:00:00.000|8.12|31.2142857142857|19.0714285714286|1
2008-01-10 00:00:00.000|8.15|30.15|22.9|1
2008-01-22 00:00:00.000|7.942|32.5466666666667|19.3|1
2008-01-23 00:00:00.000|7.57421052631579|41.4090476190476|19.8190476190476|1
2008-02-04 00:00:00.000|7.90631578947368|42.4063157894737|23.0210526315789|0
2008-02-05 00:00:00.000|7.15|28.4|22.7|0
2008-02-06 00:00:00.000|7.915|35.6125|20.975|0
2008-02-19 00:00:00.000|7.9|35.1822222222222|20.2288888888889|0
2008-02-26 00:00:00.000|7.88|34.15|26.25|0
2008-03-03 00:00:00.000|8.3|34.1|19.0|0
2008-03-04 00:00:00.000|8.14666666666667|35.6884210526316|22.3084210526316|0
2008-03-11 00:00:00.000|8.02857142857143|31.0714285714286|17.5571428571429|0
2008-03-18 00:00:00.000|7.68333333333333|41.3378947368421|23.6|0
2008-03-27 00:00:00.000|7.89|34.9|19.3|0
2008-04-01 00:00:00.000|7.99888888888889|43.1515789473684|24.8842105263158|0
2008-04-07 00:00:00.000|8.1|37.5230769230769|25.3384615384615|0
2008-04-09 00:00:00.000|7.72|34.2833333333333|24.7|0
2008-04-16 00:00:00.000|8.2|29.0333333333333|18.1|0
2008-04-22 00:00:00.000|8.0|33.075|23.875|0
2008-04-23 00:00:00.000|7.73666666666667|42.616|24.3|0
2008-05-05 00:00:00.000|8.2|36.2|25.0|0
2008-05-06 00:00:00.000|8.0|37.1944444444445|26.1722222222222|0
2008-05-07 00:00:00.000|7.712|42.3683333333333|26.3433333333333|0
2008-05-12 00:00:00.000|8.2|33.9|22.9666666666667|0
2008-05-19 00:00:00.000|8.0|33.7|25.95|0
2008-05-28 00:00:00.000|7.77|36.835|26.65|0
2008-06-02 00:00:00.000|8.2|36.3|27.0|0
2008-06-03 00:00:00.000|7.83928571428572|43.1246666666667|30.0733333333333|0
2008-06-10 00:00:00.000|7.88|34.5285714285714|30.4|0
2008-06-18 00:00:00.000|8.035|37.455|29.55|0
2008-06-25 00:00:00.000|7.47|35.116|30.1|0
2008-07-01 00:00:00.000|7.992|40.9727272727273|30.1090909090909|0
2008-07-02 00:00:00.000|8.5|33.3333333333333|29.6|0
2008-07-09 00:00:00.000|8.4|34.24|30.02|0
2008-07-14 00:00:00.000|7.7625|37.62|28.48|0
2008-07-22 00:00:00.000|7.25|30.4666666666667|30.4|0
2008-07-23 00:00:00.000|7.775|27.07625|30.1625|0
2008-07-24 00:00:00.000|7.81333333333333|33.175|31.75|0
2008-07-29 00:00:00.000|7.8|34.3166666666667|30.0333333333333|0
2008-07-30 00:00:00.000|8.0|36.65|30.05|0
2008-07-31 00:00:00.000|7.82|23.1|29.4|0
2008-08-04 00:00:00.000|7.95|32.0|29.35|0
2008-08-06 00:00:00.000|7.25|32.2|30.1|0
2008-08-07 00:00:00.000|7.93333333333333|34.2666666666667|31.8666666666667|0
2008-08-11 00:00:00.000|8.17777777777778|31.0|30.2222222222222|0
2008-08-13 00:00:00.000|7.945|32.1125|29.85|0
2008-08-20 00:00:00.000|8.23333333333333|33.9166666666667|28.6333333333333|0
2008-08-25 00:00:00.000|7.56666666666667|17.3333333333333|29.2666666666667|0
2008-08-26 00:00:00.000|7.5|20.83|29.9333333333333|0
2008-09-03 00:00:00.000|7.2|31.3133333333333|29.8666666666667|0
2008-09-08 00:00:00.000|7.9|22.0|28.0|0
2008-09-23 00:00:00.000|7.75|26.9666666666667|30.0333333333333|0
2008-09-25 00:00:00.000|7.81|19.96|26.55|0
2008-10-06 00:00:00.000|7.95714285714286|31.5142857142857|27.4|0
