SampleDate|pH|Salinity|Turbidity|Water Temperature|Algal Bloom Active
1955-06-14 00:00:00.000||36.78||29.7|0
1955-06-17 00:00:00.000||33.145||28.1|0
1955-06-21 00:00:00.000|8.1|37||29.3|0
1955-06-27 00:00:00.000||35.755||31.85|0
1955-06-28 00:00:00.000||36.23||30.8666666666667|0
1955-06-29 00:00:00.000|7.85|36.55||30|0
1955-07-02 00:00:00.000||31.76||32|0
1955-07-06 00:00:00.000||28.88||29.8|0
1955-07-07 00:00:00.000|8|36.22||29.1|0
1955-07-18 00:00:00.000|8|34.0106666666667||31.0466666666667|0
1955-07-19 00:00:00.000|8.175|35.0583333333333||30.5076923076923|0
1955-07-20 00:00:00.000|8.2|34.9442105263158||30.6272727272727|0
1955-07-21 00:00:00.000||35.73||30|0
1955-07-25 00:00:00.000||15.44||32.2|0
1955-07-26 00:00:00.000||35.4038461538462||31.1714285714286|0
1955-07-27 00:00:00.000||32.73||31.3|0
1955-08-01 00:00:00.000||19.38||29.9|0
1955-08-02 00:00:00.000||32.4463636363636||29.1545454545455|0
1955-08-03 00:00:00.000||36.07||29.8375|0
1955-08-04 00:00:00.000||7.79||30.6|0
1955-08-08 00:00:00.000||34.6136363636364||30.6272727272727|0
1955-08-09 00:00:00.000||32.411||31.34|0
1955-08-10 00:00:00.000||34.6854545454545||32.6181818181818|0
1955-08-11 00:00:00.000||35.75||31.1|0
1955-08-12 00:00:00.000||27.83||31.7|0
1955-08-16 00:00:00.000||34.3109090909091||30.3625|0
1955-08-18 00:00:00.000||33.12||30.6|0
1955-08-22 00:00:00.000||36.7325||30.875|0
1955-08-23 00:00:00.000||33.6607692307692||32.0214285714286|0
1955-08-24 00:00:00.000||33.63||31.5866666666667|0
1955-08-25 00:00:00.000||33.41||29.8454545454545|0
1955-08-29 00:00:00.000||32.20375||30.7777777777778|0
1955-08-30 00:00:00.000||30.86||29|0
1955-08-31 00:00:00.000|8|21.78||31|0
1955-09-06 00:00:00.000|8.2|32.5845||30.5444444444444|0
1955-09-07 00:00:00.000|7.4|15.12||28|0
1955-09-08 00:00:00.000||27.75||29|0
1955-09-09 00:00:00.000||34.09|||0
1955-09-12 00:00:00.000||26.4925||31.125|0
1955-09-13 00:00:00.000||35.51125||30.1833333333333|0
1955-09-17 00:00:00.000||29.06||30.35|0
1955-09-21 00:00:00.000||36.5057142857143||29.8|0
1955-09-27 00:00:00.000|7.9|30.0285714285714||29.4428571428571|0
1955-09-28 00:00:00.000|8.075|33.4214285714286||30.1047619047619|0
1955-10-04 00:00:00.000|7.8|30.235||29.1|0
1955-10-05 00:00:00.000||33.5264285714286||30.0928571428571|0
1955-10-06 00:00:00.000||35.8633333333333||29.1|0
1955-10-07 00:00:00.000||32.81||25|0
1955-10-17 00:00:00.000||32.8925||25.125|0
1955-10-26 00:00:00.000||36.7316666666667||25.5166666666667|0
1955-10-27 00:00:00.000||33.6075||25.75|0
1955-11-01 00:00:00.000|8.05|33.7114285714286||23.1|0
1955-11-02 00:00:00.000|8.05|34.7476190476191||22.7142857142857|0
1955-11-09 00:00:00.000||34.92||22.5|0
1955-11-14 00:00:00.000||34.9033333333333||23.8666666666667|0
1955-11-15 00:00:00.000||34.0854545454545||23.6181818181818|0
1955-11-16 00:00:00.000||34.8418181818182||24.3545454545455|0
1955-11-17 00:00:00.000||34.712||24.46|0
1955-11-18 00:00:00.000||33.15||25.4|0
1955-11-21 00:00:00.000||32.26||21.9|0
1955-11-22 00:00:00.000||34.425||21.7|0
1955-11-29 00:00:00.000|7.9|33.9407692307692||19.3307692307692|0
1955-12-01 00:00:00.000||32.1933333333333||16.1666666666667|0
1955-12-07 00:00:00.000|7.975|34.208125||21.40625|0
1955-12-08 00:00:00.000|7.875|34.054||20.34|0
1955-12-14 00:00:00.000|7.6|33.7466666666667||22.8166666666667|0
1955-12-15 00:00:00.000||34.16||19.2333333333333|0
1955-12-19 00:00:00.000||34.7346153846154||18.0384615384615|0
1955-12-21 00:00:00.000|7.85|35.37||19|0
1955-12-22 00:00:00.000|7.6|35.47||20.4|0
1955-12-28 00:00:00.000|8|34.292380952381||19.1380952380952|0
1956-01-03 00:00:00.000||35.42||20.2|0
1956-01-10 00:00:00.000|7.96666666666667|33.1361538461539||13.1307692307692|0
1956-01-12 00:00:00.000||35.4883333333333||14.2916666666667|0
1956-01-17 00:00:00.000||35.21||14.375|0
1956-01-18 00:00:00.000||35.468||15.56|0
1956-01-24 00:00:00.000|8.2|35.3766666666667||17.8333333333333|0
1956-01-25 00:00:00.000|8.2|35.4233333333333||18.1333333333333|0
1956-01-31 00:00:00.000||37.04||22.5|0
1956-02-01 00:00:00.000|8.2|34.5871428571429||18.1380952380952|0
1956-02-02 00:00:00.000||35.1875||20.3|0
1956-02-07 00:00:00.000|8.05|35.8311111111111||23.1555555555556|0
1956-02-08 00:00:00.000|8.1|35.29||25.6|0
1956-02-14 00:00:00.000||33.83||19.15|0
1956-02-16 00:00:00.000||36.77||24|0
1956-02-20 00:00:00.000||35.72||23.2|0
1956-02-21 00:00:00.000||35.77||22.8|0
1956-02-23 00:00:00.000|7.8|36.3585714285714||21.3428571428571|0
1956-02-28 00:00:00.000||36.99||24.6|0
1956-02-29 00:00:00.000||35.6933333333333||18.4|0
1956-03-01 00:00:00.000||36.64875||19.225|0
1956-03-05 00:00:00.000|8|36.235||22.2|0
1956-03-06 00:00:00.000||36.6066666666667||24.8888888888889|0
1956-03-07 00:00:00.000|8.1|34.67875||23.7375|0
1956-03-08 00:00:00.000||35.6825||23.525|0
1956-03-13 00:00:00.000||36.24||25|0
1956-03-14 00:00:00.000|8.125|36.0466666666667||24.58|0
1956-03-15 00:00:00.000|8|35.7||22.3|0
1956-03-20 00:00:00.000||36.48||19.45|0
1956-03-22 00:00:00.000|8.1|38.46||19.2|0
1956-03-23 00:00:00.000|7.8|38.44||17.5|0
1956-03-24 00:00:00.000||36.65||21.5|0
1956-03-26 00:00:00.000||36.58||19.0142857142857|0
1956-04-03 00:00:00.000||37.0733333333333||22.4166666666667|0
1956-04-10 00:00:00.000|8.1|37.766||22.245|0
1956-04-11 00:00:00.000||35.7866666666667||19.3|0
1956-04-12 00:00:00.000|7.9|36.3875||18.1|0
1956-04-15 00:00:00.000||36.11||21|0
1956-04-17 00:00:00.000|7.6|38.2925||25.475|0
1956-04-18 00:00:00.000||36.5366666666667||22.6666666666667|0
1956-04-24 00:00:00.000||36.745||26.7|0
1956-04-25 00:00:00.000||36.21||22.15|0
1956-05-01 00:00:00.000|7.8|37.9075||26.1|0
1956-05-02 00:00:00.000|8.2|37.9371428571429||28.2285714285714|0
1956-05-08 00:00:00.000|7.8|39.23||28.7|0
1956-05-09 00:00:00.000|8.08|37.6277777777778||27.3777777777778|0
1956-05-10 00:00:00.000|8.16|36.0726666666667||26.5066666666667|0
1956-05-15 00:00:00.000||36.675||27.95|0
1956-06-04 00:00:00.000|8.1|38.405||28.525|0
1956-06-05 00:00:00.000|7.96666666666667|37.1225||29.325|0
1956-06-06 00:00:00.000|8.4|38.58||30.3|0
1956-06-07 00:00:00.000|8.3|37.4646153846154||28.4|0
1956-06-10 00:00:00.000||37.16||28|0
1956-06-11 00:00:00.000|8.1|37.02||27.1|0
1956-06-13 00:00:00.000||38.125||27.9|0
1956-06-19 00:00:00.000|8.06666666666667|37.3066666666667||28.9555555555556|0
1956-06-26 00:00:00.000|7.9|37.47||30.775|0
1956-06-28 00:00:00.000||38.1383333333333||30.7166666666667|0
1956-07-02 00:00:00.000|8.03333333333333|39.33||29.6|0
1956-07-10 00:00:00.000|8.25|39.6866666666667||30.7166666666667|0
1956-07-11 00:00:00.000|8.2|37.815||30.85|0
1956-07-13 00:00:00.000|8.14|37.514||29.625|0
1956-07-16 00:00:00.000|8.225|36.87875||30.2875|0
1956-07-17 00:00:00.000||37.0811111111111||31.0888888888889|0
1956-07-19 00:00:00.000||37.960625||30.7|0
1956-07-25 00:00:00.000|8.06666666666667|39.33875||30.5625|0
1956-07-30 00:00:00.000||37.34||30.4444444444444|0
1956-07-31 00:00:00.000||38.98||31.625|0
1956-08-06 00:00:00.000||37.5625||31.1|0
1956-08-07 00:00:00.000||37.37||30.7|0
1956-08-13 00:00:00.000||37.6742857142857||30.4166666666667|0
1956-08-16 00:00:00.000||37.3275||31.4625|0
1956-08-21 00:00:00.000|8.2|39.12||31.3|0
1956-08-22 00:00:00.000||36.95||31|0
1956-08-27 00:00:00.000||37.32125||31.725|0
1956-08-28 00:00:00.000||39.25875||31.9125|0
1956-08-29 00:00:00.000||38.0375||30.625|0
1956-09-04 00:00:00.000||37.237||29.51|0
1956-09-05 00:00:00.000||36.5575||28.6333333333333|0
1956-09-06 00:00:00.000|8.175|36.3925||29.1625|0
1956-09-10 00:00:00.000||35.45||25.7|0
1956-09-11 00:00:00.000|8.275|37.2683333333333||27.35|0
1956-09-12 00:00:00.000||37.165||24.95|0
1956-09-13 00:00:00.000||36.4266666666667||25.7|0
1956-09-18 00:00:00.000|8.075|35.5625||28.15|0
1956-09-24 00:00:00.000||35.8133333333333||27.4111111111111|0
1956-09-26 00:00:00.000||30.2366666666667||29.7333333333333|0
1956-10-01 00:00:00.000||34.1325||28.725|0
1956-10-02 00:00:00.000||35.2325||27.95|0
1956-10-08 00:00:00.000||34.91||26.7555555555556|0
1956-10-09 00:00:00.000||31.5033333333333||29.7333333333333|0
1956-10-17 00:00:00.000||35.6577777777778||23.8444444444444|0
1956-10-18 00:00:00.000||37.185||25.5|0
1956-10-24 00:00:00.000||36.14||27|0
1956-10-25 00:00:00.000||35.4544444444445||25.1625|0
1956-10-29 00:00:00.000||38.035||25.35|0
1956-10-30 00:00:00.000|8|34.4||23.1666666666667|0
1956-10-31 00:00:00.000|8.18333333333333|36.0016666666667||22.9083333333333|0
1956-11-01 00:00:00.000||35.6433333333333||23.8333333333333|0
1956-11-02 00:00:00.000||35.14||22.3|0
1956-11-06 00:00:00.000||37.775||23.6|0
1956-11-07 00:00:00.000||34.5942857142857||23.1571428571429|0
1956-11-14 00:00:00.000|8.1|36.1||21|0
1956-11-15 00:00:00.000|8.15|35.2642857142857||20.8238095238095|0
1956-11-16 00:00:00.000||34.99625||22.1125|0
1956-11-19 00:00:00.000||35.7671428571429||22.0142857142857|0
1956-11-20 00:00:00.000|7.3|35.8933333333333||22.5|0
1956-11-21 00:00:00.000||33.475||25.5625|0
1956-11-26 00:00:00.000||35.3883333333333||18.7|0
1956-11-27 00:00:00.000||34.54||17|0
1956-11-28 00:00:00.000||37.94||19.7|0
1956-12-03 00:00:00.000||35.5555555555556||17.3777777777778|0
1956-12-05 00:00:00.000|8.2|36.6||20.1|0
1956-12-10 00:00:00.000||35.575||22.95|0
1956-12-11 00:00:00.000||35.9355555555556||22.0055555555556|0
1956-12-12 00:00:00.000||35.2233333333333||19.0166666666667|0
1956-12-13 00:00:00.000||34.68||22.5375|0
1956-12-20 00:00:00.000||35.61625||22.2875|0
1956-12-21 00:00:00.000||33.58||23|0
1957-01-01 00:00:00.000||34.895||17.6|0
1957-01-08 00:00:00.000||35.581||19.04|0
1957-01-09 00:00:00.000||35.4294117647059||18.7176470588235|0
1957-01-10 00:00:00.000||35.565||20.35|0
1957-01-11 00:00:00.000||37.05||22.6666666666667|0
1957-01-15 00:00:00.000|7.8|36.2353846153846||20.6769230769231|0
1957-01-16 00:00:00.000||38.4||22.25|0
1957-01-22 00:00:00.000||35.4428571428571||18.1857142857143|0
1957-01-23 00:00:00.000||35.31||19.45|0
1957-01-28 00:00:00.000|8.15|35.489||21.4|0
1957-02-04 00:00:00.000||38.25||26.9333333333333|0
1957-02-05 00:00:00.000|8.03333333333333|35.691||23.3714285714286|0
1957-02-06 00:00:00.000||34.98||22.65|0
1957-02-11 00:00:00.000|8.2|36.0777777777778||23.5666666666667|0
1957-02-12 00:00:00.000||37.2033333333333||24.5|0
1957-02-19 00:00:00.000||38.1325||24.475|0
1957-02-20 00:00:00.000||36.17125||22.4|0
1957-02-26 00:00:00.000||34.49375||20.925|0
1957-03-07 00:00:00.000||34.03||21.1142857142857|0
1957-03-11 00:00:00.000||37.465||19|0
1957-03-12 00:00:00.000||34.1271428571429||18.5714285714286|0
1957-03-18 00:00:00.000||34.8157142857143||21.7714285714286|0
1957-03-20 00:00:00.000|7.875|36.22||24.4333333333333|0
1957-03-21 00:00:00.000||37.58||25.25|0
1957-03-28 00:00:00.000||34.656||21.66|0
1957-04-03 00:00:00.000|8|35.045||23.6|0
1957-04-04 00:00:00.000||36.62||25.5|0
1957-04-08 00:00:00.000||34.382||24.94|0
1957-04-12 00:00:00.000||33.5133333333333||25.2666666666667|0
1957-04-17 00:00:00.000||34.4571428571429||22.1285714285714|0
1957-04-22 00:00:00.000||33.0125||26.2625|0
1957-04-23 00:00:00.000||34.33||24.5|0
1957-04-25 00:00:00.000||34.9055555555556||27.1111111111111|0
1957-05-02 00:00:00.000||35.376||27.4|0
1957-05-03 00:00:00.000||33.3275||26.4875|0
1957-05-07 00:00:00.000||32.8054545454545||24.9636363636364|0
1957-05-08 00:00:00.000||34.70875||25.275|0
1957-05-14 00:00:00.000||33.4975||29.275|0
1957-05-16 00:00:00.000||34.67||29.34|0
1957-05-21 00:00:00.000||33.695||30.0333333333333|0
1957-05-22 00:00:00.000||31.94||30.28|0
1957-05-27 00:00:00.000||33.8688888888889||30.2888888888889|0
1957-05-28 00:00:00.000||34.9355555555556||30.8|0
1957-05-29 00:00:00.000||37.63||28.9|0
1957-06-03 00:00:00.000||32.6241666666667||29.2083333333333|0
1957-06-11 00:00:00.000||32.64||29.5|0
1957-06-13 00:00:00.000||36.13||29|0
1957-06-17 00:00:00.000||32.4881818181818||28.7272727272727|0
1957-06-19 00:00:00.000|8.2|31.97||30.3|0
1957-06-20 00:00:00.000||28.0966666666667||29.3|0
1957-06-25 00:00:00.000||31.174|||0
1957-07-02 00:00:00.000||33.25||30.0777777777778|0
1957-07-08 00:00:00.000||35.49||32.2|0
1957-07-09 00:00:00.000||32.393||29.82|0
1957-07-17 00:00:00.000||33.0583333333333||30.9666666666667|0
1957-07-24 00:00:00.000||30.89||32.4|0
1957-07-25 00:00:00.000||33.642||30.54|0
1957-07-26 00:00:00.000||32.8||28.8|0
1957-08-01 00:00:00.000||31.1183333333333||29.1714285714286|0
1957-08-06 00:00:00.000||33.66||30.2|0
1957-08-12 00:00:00.000||29.623||30.14|0
1957-08-13 00:00:00.000||34.98||30.5|0
1957-08-14 00:00:00.000||33.4566666666667||29.7166666666667|0
1957-08-15 00:00:00.000||34.926||29.92|0
1957-08-19 00:00:00.000||32.31||30.5|0
1957-08-20 00:00:00.000||32.2115384615385||30.6538461538462|0
1957-08-26 00:00:00.000||29.003||29.32|0
1957-09-03 00:00:00.000||28.844||29.03|0
1957-09-05 00:00:00.000||29.79||28.74|0
1957-09-09 00:00:00.000||27||30.35|0
1957-09-10 00:00:00.000||27.848||29.51|0
1957-09-11 00:00:00.000||33.7433333333333||28.7166666666667|0
1957-09-12 00:00:00.000||34.28||29.2|0
1957-09-16 00:00:00.000||27.37||27.7153846153846|0
1957-09-18 00:00:00.000||30.0525||29.275|0
1957-09-20 00:00:00.000||31.47||29.4666666666667|0
1957-09-23 00:00:00.000||27.955||29.6692307692308|0
1957-09-24 00:00:00.000||32.67||30.1833333333333|0
1957-09-26 00:00:00.000||33.332||29.4|0
1957-09-29 00:00:00.000||32.172||28.62|0
1957-10-02 00:00:00.000||||27.2071428571429|0
1957-10-06 00:00:00.000||31.235||29|0
1957-10-08 00:00:00.000||32.8933333333333||26.1|0
1957-10-14 00:00:00.000||32.6027777777778||25.2611111111111|0
1957-10-15 00:00:00.000||32.1240579710145||25.5774647887324|0
1957-10-16 00:00:00.000||33.2227272727273||24.8257142857143|0
1957-10-18 00:00:00.000||32.1216666666667||25.45|0
1957-10-21 00:00:00.000||32.1515384615385||24.1615384615385|0
1957-10-22 00:00:00.000||32.9761111111111||23.7388888888889|0
1957-10-23 00:00:00.000||30.63||25.0166666666667|0
1957-10-24 00:00:00.000||32.10625||23.7875|0
1957-10-25 00:00:00.000||22.275|||0
1957-10-28 00:00:00.000||29.7566666666667||18.2823529411765|0
1957-10-31 00:00:00.000||30.9716666666667||19.925|0
1957-11-01 00:00:00.000||31.075||20.125|0
1957-11-02 00:00:00.000||30.8||21.125|0
1957-11-04 00:00:00.000||33.1518518518519||22.0967741935484|0
1957-11-05 00:00:00.000||29.775||22.5625|0
1957-11-06 00:00:00.000||31.7408333333333||22.4166666666667|0
1957-11-07 00:00:00.000||33.93||23|0
1957-11-08 00:00:00.000||29.5625||22.5625|0
1957-11-10 00:00:00.000||31.875||20.625|0
1957-11-12 00:00:00.000||31.7071428571429||21.0357142857143|0
1957-11-14 00:00:00.000||30.2329411764706||21.0882352941177|0
1957-11-15 00:00:00.000||26.595652173913||24.2391304347826|0
1957-11-16 00:00:00.000||30.0625||24.125|0
1957-11-18 00:00:00.000||33.2276190476191||24.0444444444444|0
1957-11-19 00:00:00.000||33.675||24.5|0
1957-11-20 00:00:00.000||34.66||24.82|0
1957-11-21 00:00:00.000||34.655||22.9|0
1957-11-22 00:00:00.000||30.55||24.625|0
1957-11-23 00:00:00.000||31.9666666666667||24|0
1957-11-25 00:00:00.000||32.5252631578947||23.805|0
1957-11-26 00:00:00.000||31.8||21.8|0
1957-11-27 00:00:00.000||33.9142857142857||21.85|0
1957-11-28 00:00:00.000||33.2625||23.5|0
1957-11-29 00:00:00.000||33.1||22.9625|0
1957-12-02 00:00:00.000||32.0214285714286||15.4666666666667|0
1957-12-03 00:00:00.000||32.1889655172414||16.9827586206897|0
1957-12-04 00:00:00.000||31.55||17.875|0
1957-12-05 00:00:00.000||||14.375|0
1957-12-06 00:00:00.000||32.788||14.8|0
1957-12-09 00:00:00.000||31.69||16.7|0
1957-12-10 00:00:00.000||34.53||17.8|0
1957-12-12 00:00:00.000||29.7671428571429||11.9714285714286|0
1957-12-14 00:00:00.000||34.0125||11.125|0
1957-12-16 00:00:00.000||33.437||13.89|0
1957-12-17 00:00:00.000||33.278||15.3333333333333|0
1957-12-19 00:00:00.000||32.915||15.975|0
1957-12-20 00:00:00.000||32.8625||17.375|0
1957-12-23 00:00:00.000||32.8226666666667||15.5533333333333|0
1957-12-27 00:00:00.000||27.45||18.4375|0
1957-12-30 00:00:00.000||31.275||20|0
1958-01-10 00:00:00.000||30.81875||10.25|0
1958-01-15 00:00:00.000||32.3741666666667||12.9916666666667|0
1958-01-22 00:00:00.000||30.9172727272727||13.7454545454545|0
1958-01-28 00:00:00.000||31.52||13.2583333333333|0
1958-01-31 00:00:00.000||30.6563636363636||14.7090909090909|0
1958-02-05 00:00:00.000||31.9971428571429||14|0
1958-02-10 00:00:00.000||30.3692857142857||11.75|0
1958-02-11 00:00:00.000||31.9825||13.575|0
1958-02-12 00:00:00.000||28.91375||11.575|0
1958-02-14 00:00:00.000||31.7571428571429||12.9|0
1958-02-18 00:00:00.000||29.4541666666667||10.1|0
1958-02-24 00:00:00.000||31.3314285714286||15.7857142857143|0
1958-02-25 00:00:00.000||32.0175||12.7333333333333|0
1958-03-04 00:00:00.000||28.8345454545455||17.7863636363636|0
1958-03-11 00:00:00.000||31.4357894736842||19.3684210526316|0
1958-03-13 00:00:00.000||29.79125||19.225|0
1958-03-17 00:00:00.000||31.4366666666667||16.3|0
1958-03-18 00:00:00.000||29.9109090909091||17.6863636363636|0
1958-03-25 00:00:00.000||29.6927272727273||17.9318181818182|0
1958-03-26 00:00:00.000||30.76||16.8833333333333|0
1958-04-01 00:00:00.000||30.2125||19.3583333333333|0
1958-04-02 00:00:00.000||30.339375||19.25625|0
1958-04-07 00:00:00.000||32.4130769230769||19.6384615384615|0
1958-04-08 00:00:00.000||31.5571428571429||23.3428571428571|0
1958-04-11 00:00:00.000||30.270625||20.775|0
1958-04-15 00:00:00.000||31.1925||21.15|0
1958-04-17 00:00:00.000||30.14625||19.74375|0
1958-04-20 00:00:00.000||32.2885714285714||22.0571428571429|0
1958-04-21 00:00:00.000||30.817||21.185|0
1958-04-23 00:00:00.000||30.289375||22.73125|0
1958-04-29 00:00:00.000||30.6757142857143||26.8571428571429|0
1958-04-30 00:00:00.000||29.895||27.1|0
1958-05-01 00:00:00.000||31.7233333333333||26.6166666666667|0
1958-05-06 00:00:00.000||32.827||27.25|0
1958-05-08 00:00:00.000||31.7725||23.1928571428571|0
1958-05-13 00:00:00.000||30.9529411764706||25.0588235294118|0
1958-05-20 00:00:00.000||32.9082608695652||25.5652173913043|0
1958-05-21 00:00:00.000||31.6426086956522||27|0
1958-05-27 00:00:00.000||32.720625||27.3625|0
1958-05-29 00:00:00.000||33.1245454545455||28.6272727272727|0
1958-06-02 00:00:00.000||34.0633333333333||27.975|0
1958-06-03 00:00:00.000||32.8125||28.175|0
1958-06-10 00:00:00.000||32.2465217391304||29.1|0
1958-06-11 00:00:00.000||33.4166666666667||29.9666666666667|0
1958-06-16 00:00:00.000||32.754375||29.94375|0
1958-06-17 00:00:00.000||29.2828571428571||29.8|0
1958-06-18 00:00:00.000||34.1291666666667||29.6666666666667|0
1958-06-24 00:00:00.000||33.391875||29.3125|0
1958-06-26 00:00:00.000||32.842||29.06|0
1958-06-30 00:00:00.000||33.8916666666667||30.1666666666667|0
1958-07-02 00:00:00.000||32.964375||29.0625|0
1958-07-30 00:00:00.000||33.4023076923077||31.7538461538462|0
1958-08-06 00:00:00.000||33.0317647058824||29.4470588235294|0
1958-08-07 00:00:00.000||32.1833333333333||30.4166666666667|0
1958-08-09 00:00:00.000||31.195||30.05|0
1958-08-13 00:00:00.000||31.755||29.05625|0
1958-08-19 00:00:00.000||29.9957142857143||29.3142857142857|0
1958-08-20 00:00:00.000||32.6430769230769||29.8076923076923|0
1958-08-26 00:00:00.000||31.735625||31.025|0
1958-09-02 00:00:00.000||32.9853846153846||30.6076923076923|0
1958-09-03 00:00:00.000||32.2525||30.13125|0
1958-09-09 00:00:00.000||32.511875||30.7625|0
1958-09-15 00:00:00.000||33.7147368421053||29.7473684210526|0
1958-09-17 00:00:00.000||31.946||29.48|0
1958-09-18 00:00:00.000||32.52||30.55|0
1958-09-23 00:00:00.000||32.745||30.51|0
1958-09-24 00:00:00.000||33.0825||30.625|0
1958-09-25 00:00:00.000||33.795||30.225|0
1958-09-28 00:00:00.000||31.245||21.75|0
1958-09-29 00:00:00.000||32.796||28.885|0
1958-10-09 00:00:00.000||28.195||26.625|0
1958-10-13 00:00:00.000||11.31||27.2|0
1958-10-20 00:00:00.000||32.6205263157895||23.9473684210526|0
1958-10-21 00:00:00.000||32.7975||23.045|0
1958-10-28 00:00:00.000||33.2335294117647||22.7|0
1958-10-30 00:00:00.000||32.903||21.29|0
1958-11-06 00:00:00.000||27.79||21.8|0
1958-11-10 00:00:00.000||8.5||25|0
1958-11-18 00:00:00.000||33.0389473684211||22.7578947368421|0
1958-11-19 00:00:00.000||32.255||24.12|0
1958-11-24 00:00:00.000||32.9347368421053||22.7315789473684|0
1958-11-25 00:00:00.000||32.5145||23.5|0
1958-12-02 00:00:00.000||27.1625||20.9|0
1958-12-11 00:00:00.000||29.975||13.6|0
1958-12-16 00:00:00.000||3.93||15.6|0
1958-12-17 00:00:00.000||31.6933333333333||15.3111111111111|0
1958-12-18 00:00:00.000||31.8805||15.08|0
1959-01-08 00:00:00.000||30.5855||15.465|0
1959-01-12 00:00:00.000||31.2692857142857||13.3357142857143|0
1959-01-19 00:00:00.000||32.45||12.8|0
1959-01-26 00:00:00.000||24.7725||13.6|0
1959-01-30 00:00:00.000||0.57||21|0
1959-02-12 00:00:00.000||31.485||21.435|0
1959-02-19 00:00:00.000||25.055||22.1|0
1959-02-20 00:00:00.000||14.09||21.7|0
1959-03-24 00:00:00.000||19.7575||18.6|0
1959-03-26 00:00:00.000||31.7735294117647||19.2058823529412|0
1959-03-30 00:00:00.000||27.5571428571429||20.7857142857143|0
1959-04-09 00:00:00.000||17.08||23.325|0
1959-04-16 00:00:00.000||31.8247058823529||20.8529411764706|0
1959-04-23 00:00:00.000||28.6242857142857||23.447619047619|0
1959-05-08 00:00:00.000||33.2735294117647||24.9941176470588|0
1959-05-14 00:00:00.000||23.4675||27.025|0
1959-05-15 00:00:00.000||12.59||28.9|0
1959-05-18 00:00:00.000||32.025||28.63|0
1959-06-09 00:00:00.000||23.1925||28.275|0
